,Title,Artist,Nationality,Years,Decades,Country
30465,Headpiece (page 70) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30466,In-text plate (page 73) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30467,Headpiece (page 77) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30468,Tailpiece (page 81) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30469,Headpiece (page 83) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30470,In-text plate (page 86) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30471,In-text plate (page 89) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30472,In-text plate (page 90) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30473,In-text plate (page 93) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30474,Headpiece (page 95) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30475,In-text plate (page 97) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30476,Headpiece (page 98) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30477,In-text plate (page 100) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30478,In-text plate (page 103) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30479,Headpiece (page 105) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30480,In-text plate (page 106) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30481,Headpiece (page 107) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30482,Headpiece (page 108) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30483,In-text plate (page 110) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30484,In-text plate (page 111) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30485,Plate (page 114) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30486,Headpiece (page 117) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30487,Headpiece (page 119) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30488,Headpiece (page 121) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30489,Headpiece (page 124) from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30490,Supplementary drawing from Fables of Aesop,Alexander Calder,(American),1966,1960,America
30491,Headpiece (page 1) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30492,Plate (page 3) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30493,Plate (page 5) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30494,Plate (page 7) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30495,Headpiece (page 8) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30496,Headpiece (page 9) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30497,Plate (page 11) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30498,Plate (page 13) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30499,Headpiece (page 14) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30500,Headpiece (page 15) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30501,Plate (page 17) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30502,Plate (page 19) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30503,In-text plate (page 20) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30504,Tailpiece (page 21) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30505,Plate (page 23) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30506,Plate (page 25) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30507,Plate (page 27) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30508,Tailpiece (page 28) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30509,Headpiece (page 29) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30510,Plate (page 31) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30511,Plate (page 33) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30512,Plate (page 35) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30513,Headpiece (page 36) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30514,Headpiece (page 37) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30515,Plate (page 39) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30516,Headpiece (page 40) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30517,Headpiece (page 41) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30518,Plate (page 43) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30519,Plate (page 45) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30520,Plate (page 47) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30521,Headpiece (page 48) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30522,Headpiece (page 49) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30523,Plate (page 51) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30524,Headpiece (page 52) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30525,Headpiece (page 53) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30526,Plate (page 55) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30527,Headpiece (page 56) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30528,Tailpiece (page 58) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30529,Headpiece (page 59) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30530,Tailpiece (page 60) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30531,Headpiece (page 61) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30532,Plate (page 63) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30533,Plate (page 65) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30534,Plate (page 66) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30535,Plate (page 69) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30536,Plate (page 71) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30537,Headpiece (page 72) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30538,Tailpiece (page 73) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30539,Plate (page 75) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30540,Headpiece (page 76) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30541,Tailpiece (page 77) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30542,Plate (page 79) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30543,Tailpiece (page 80) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30544,Headpiece (page 81) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30545,Tailpiece (page 82) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30546,In-text plate (page 83) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30547,Plate (page 85) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30548,Plate (page 87) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30549,Plate (page 89) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30550,Headpiece (page 90) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30551,Tailpiece (page 91) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30552,Plate (page 93) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30553,Plate (page 95) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30554,Headpiece (page 96) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30555,In-text plate (page 97) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30556,Headpiece (page 98) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30557,Headpiece (page 101) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30558,Tailpiece (page 102) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30559,Headpiece (page 103) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30560,Plate (page 105) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30561,Plate (page 107) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30562,Plate (page 109) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30563,Plate (page 111) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30564,Plate (page 113) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30565,Plate (page 115) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30566,Headpiece (page 116) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30567,Headpiece (page 117) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30568,Plate (page 119) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30569,Plate (page 121) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30570,Plate (page 123) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30571,Plate (page 81) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30572,Plate (page 127) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30573,Plate (page 129) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30574,Tailpiece (page 130) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30575,Headpiece (colophon) from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30576,Supplementary drawing from Three Young Rats and Other Rhymes,Alexander Calder,(American),1964,1960,America
30577,In-text plate (page 3) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30578,Vignette (page 5) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30579,Headpiece (page 9) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30580,Plate (page 10) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30581,Plate (page 12) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30582,Plate (page 14) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30583,In-text plate (page 15) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30584,Plate (page 16) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30585,Plate (page 18) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30586,Headpiece (page 19) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30587,Plate (page 20) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30588,Plate (page 22) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30589,Tailpiece (page 23) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30590,Plate (page 24) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30591,Plate (page 26) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30592,In-text plate (page 27) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30593,Plate (page 28) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30594,In-text plates (page 29) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30595,Plate (page 30) from Manifeste Mystique (Mystic Manifesto),Salvador Dalí,(Spanish),1964,1960,Spain
30596,"License Photo Studio, New York",Walker Evans,(American),1968,1960,America
